,date,tone_i_n2v,tone_i_ft,tone_i_nb1,tone_i_nb2,tone_i_kosac
55,2013-11-14,-0.03571428571428571,-0.454700061842919,0.12018140589569161,0.0,0.12392290249433106
56,2013-12-12,-0.2692307692307692,-0.5083028083028083,0.14762459762459762,0.0,0.13931623931623932
57,2014-01-09,-0.34615384615384615,-0.603030303030303,0.09923409923409923,0.0,0.2043956043956044
58,2014-02-13,-0.41025641025641024,-0.6014041514041514,0.0009157509157509211,0.0,0.04468864468864468
59,2014-03-13,-0.21666666666666667,-0.5942922817922818,-0.03148148148148149,0.0,-0.11865079365079366
60,2014-04-10,-0.02564102564102564,-0.5014652014652015,0.03671328671328671,0.0,0.09658119658119659
61,2014-05-09,0.03076923076923077,-0.6271995977878331,0.03150183150183151,0.0,0.20384615384615384
62,2014-06-12,-0.05454545454545454,-0.6550165520753756,0.022176308539944897,0.0,0.034848484848484844
63,2014-07-10,0.13333333333333333,-0.6684981684981685,-0.05328261482107636,0.0,0.05384615384615384
64,2014-08-14,0.21428571428571427,-0.4151570651570652,-0.03270975056689343,0.0,-0.0003401360544217754
65,2014-09-12,0.07142857142857142,-0.638966588966589,-0.03979591836734694,0.0,-0.03809523809523809
66,2014-10-15,-0.14285714285714285,-0.5301587301587302,-0.01162131519274377,0.0,0.04404761904761905
67,2014-11-13,0.13095238095238096,-0.6596938775510204,0.012244897959183685,0.0,-0.00952380952380953
68,2014-12-11,0.09523809523809525,-0.7162698412698413,0.19523809523809524,0.0,-0.16428571428571428
69,2015-01-15,-0.11904761904761904,-0.6353174603174603,0.10902906617192332,0.0,-0.030952380952380953
70,2015-02-17,0.08888888888888889,-0.656980056980057,0.13896103896103895,0.0,0.09777777777777777
71,2015-03-12,6.530723674265627e-18,-0.6026143790849673,-0.019607843137254898,0.0,-0.03921568627450981
72,2015-04-09,-0.13333333333333333,-0.5261038961038961,0.03888888888888888,0.0,0.03333333333333333
73,2015-05-15,-0.16666666666666666,-0.5687003968253969,-0.08244047619047619,0.0,-0.024999999999999994
74,2015-06-11,-0.125,-0.32748015873015873,-0.08898809523809524,0.0,0.07083333333333333
75,2015-07-09,-0.2,-0.33354497354497353,-0.014444444444444446,0.0,0.055555555555555566
76,2015-08-13,-0.2,-0.4402934102934103,-0.09560846560846561,0.0,0.015555555555555555
77,2015-09-11,-0.019607843137254898,-0.5125923096511332,-0.10952380952380951,0.0,0.08627450980392158
78,2015-10-15,0.04166666666666667,-0.6368551587301587,0.03690476190476191,0.0,-0.0375
79,2015-11-12,0.0,-0.5289417989417989,-0.0006349206349206326,0.0,0.020000000000000004
80,2015-12-10,0.07142857142857142,-0.5722067614924757,0.0272108843537415,0.0,0.14047619047619048
81,2016-01-14,-0.06666666666666667,-0.6298027898027898,0.09777777777777778,0.0,0.08634920634920634
82,2016-02-16,0.125,-0.504265873015873,0.06904761904761905,0.0,0.07678571428571428
83,2016-03-10,-0.058823529411764705,-0.4835667600373482,-0.010644257703081236,0.0,-0.13949579831932774
84,2016-04-19,0.0,-0.5561624649859943,0.047058823529411764,0.0,-0.11568627450980391
85,2016-05-13,-0.0625,-0.594295634920635,0.01875000000000001,0.0,0.008333333333333331
86,2016-06-09,-0.11111111111111112,-0.4565079365079365,0.08,0.0,-0.18888888888888886
87,2016-07-14,-0.13333333333333333,-0.37597883597883597,0.18253968253968253,0.0,-0.13111111111111112
88,2016-08-11,-0.13333333333333333,-0.4426455026455026,0.04333333333333333,0.0,-0.17555555555555555
89,2016-09-09,-0.14285714285714285,-0.41893424036281185,0.09404761904761905,0.0,-0.11904761904761905
90,2016-10-13,-0.06666666666666667,-0.491005291005291,0.3419047619047619,0.0,0.2111111111111111
91,2016-11-11,-0.14285714285714285,-0.45459183673469383,0.25303030303030305,0.0,0.1380952380952381
92,2016-12-15,-0.06666666666666667,-0.5653294853294853,0.3342857142857143,0.0,0.21555555555555556
93,2017-01-13,-0.16666666666666666,-0.544047619047619,-0.08518518518518518,0.0,0.21296296296296297
94,2017-02-23,-0.05263157894736842,-0.45,0.07192982456140351,0.0,0.1912280701754386
95,2017-04-13,-0.05263157894736842,-0.4758145363408521,0.004385964912280709,0.0,0.007017543859649133
96,2017-05-25,-0.05263157894736842,-0.38838004101161994,0.16791979949874689,0.0,0.09649122807017543
97,2017-07-13,-0.05263157894736842,-0.5645363408521303,0.17957393483709275,0.0,0.2736842105263158
98,2017-08-31,0.05263157894736842,-0.44786967418546364,0.04085213032581454,0.0,0.1614035087719298
99,2017-10-19,-0.14285714285714285,-0.39665968951683234,0.22792207792207791,0.0,0.292063492063492
100,2017-11-30,-0.10526315789473684,-0.5895952001215159,0.1573782942203995,0.0,0.09473684210526316
101,2018-01-18,-0.06666666666666667,-0.5495238095238095,0.20845959595959598,0.0,0.023333333333333327
102,2018-02-27,-0.18333333333333332,-0.47023809523809523,0.251489898989899,0.0,0.11666666666666665
103,2018-04-12,0.09523809523809523,-0.49263038548752835,0.16409674981103553,0.0,0.03333333333333333
104,2018-05-24,0.1,-0.5530952380952381,0.11206349206349206,0.0,-0.10999999999999999
105,2018-07-12,0.11111111111111112,-0.3433106575963719,0.21885865457294032,0.0,-0.08321995464852608
106,2018-08-31,0.12121212121212123,-0.4588744588744589,0.16767676767676767,0.0,-0.2287878787878788
107,2018-10-18,0.03333333333333334,-0.42976190476190473,0.24373015873015874,0.0,-0.21714285714285714
108,2018-11-30,0.05,-0.5928571428571429,0.0503968253968254,0.0,-0.25785714285714284
109,2019-01-24,-0.043859649122807015,-0.4499088630667578,0.1000417710944027,0.0,-0.18596491228070175
110,2019-02-28,-0.07017543859649122,-0.4904826167984063,0.11620718462823727,0.0,-0.24561403508771926
111,2019-04-18,0.03508771929824562,-0.3736842105263158,0.021759527022684935,0.0,-0.06516290726817042
112,2019-05-31,-0.15740740740740738,-0.25005087505087503,0.19266535933202603,0.0,0.05925925925925926
113,2019-07-18,0.07407407407407408,-0.4522005772005772,0.023941798941798945,0.0,-0.10793650793650793
114,2019-08-30,-0.08771929824561403,-0.36641604010025064,0.23684210526315788,0.0,-0.27017543859649124
115,2019-10-16,0.05555555555555555,-0.3567460317460317,0.1827801827801828,0.0,-0.07962962962962963
116,2019-11-29,-0.0784313725490196,-0.5065826330532213,0.23323996265172733,0.0,0.05686274509803922
117,2020-01-17,0.2549019607843137,-0.46825396825396826,0.10282658517952636,0.0,-0.09313725490196079
118,2020-02-27,-0.018518518518518514,-0.3228835978835979,0.14660493827160495,0.0,0.00793650793650792
119,2020-03-16,-0.2,-0.29333333333333333,-0.027142857142857135,0.0,0.2
120,2020-04-09,0.0,-0.4774976657329598,0.26218487394957984,0.0,0.22899159663865545
121,2020-05-28,0.08333333333333333,-0.4876984126984127,0.3301146384479718,0.0,0.2064814814814815
122,2020-07-16,0.13725490196078433,-0.5703081232492997,0.08550207961972667,0.0,-0.08137254901960785
123,2020-08-27,0.037037037037037035,-0.47857142857142854,0.1941358024691358,0.0,0.13240740740740742
124,2020-10-14,-0.058823529411764705,-0.5291316526610644,0.2094771241830065,0.0,0.1941176470588235
125,2020-11-26,0.0,-0.5586038961038962,0.1400297619047619,0.0,0.26666666666666666
126,2021-01-15,0.27450980392156865,-0.6248832866479925,0.2155103066867773,0.0,0.11274509803921567
127,2021-02-25,0.12962962962962965,-0.5500440917107583,0.10462962962962964,0.0,0.14259259259259258
128,2021-04-15,0.0962962962962963,-0.31296296296296294,0.18588263588263587,0.0,0.14629629629629629
129,2021-05-27,0.07407407407407407,-0.42777777777777776,0.0375797042463709,0.0,0.2037037037037037
130,2021-07-15,0.19999999999999998,-0.4370091896407686,0.35784157363104735,0.0,0.035087719298245605
131,2021-08-26,0.22037037037037038,-0.45731120731120734,0.18015873015873016,0.0,0.18518518518518517
132,2021-10-12,0.22549019607843138,-0.5424242424242424,0.1280112044817927,0.0,0.04089635854341738
133,2021-11-25,0.19999999999999998,-0.43851937536148067,0.2546365914786967,0.0,0.2701754385964912
134,2022-01-14,0.15,-0.5488095238095239,0.12355742296918767,0.0,0.023333333333333338
135,2022-02-24,0.10526315789473684,-0.39962406015037594,0.31890756302521006,0.0,0.061403508771929814
136,2022-04-14,0.05263157894736842,-0.5013670539986329,0.16434267486899065,0.0,0.03684210526315789
137,2022-05-26,0.059649122807017556,-0.31353383458646616,0.2503759398496241,0.0,-0.03358395989974937
138,2022-07-13,0.01904761904761906,-0.14761693333121903,0.2789115646258503,0.0,-0.07426303854875284
139,2022-08-25,0.05555555555555555,-0.1654320987654321,0.34993515924888474,0.0,0.11428571428571427
140,2022-10-12,0.07192982456140351,-0.11938178780284044,0.2820366767735189,0.0,0.2219298245614035
141,2022-11-24,0.18421052631578946,-0.2656983367509683,0.34442925495557075,0.0,0.12105263157894736
142,2023-01-13,0.15833333333333335,-0.3407112332112332,0.3612229437229437,0.0,0.05083333333333333
143,2023-02-23,-0.041666666666666664,-0.3708286158286158,0.1521045621045621,0.0,0.02035714285714285
144,2023-04-11,0.2261904761904762,-0.3597724035224035,0.3518652643652644,0.0,-0.08234126984126984
145,2023-05-25,0.015151515151515159,-0.43368147004510643,0.3819541569541569,0.0,-0.11103896103896103
146,2023-07-13,0.046666666666666676,-0.458016428016428,0.26476190476190475,0.0,-0.12
147,2023-08-24,-0.027777777777777776,-0.4378968253968254,0.19086399711399712,0.0,-0.06210317460317461
148,2023-10-19,0.00303030303030304,-0.2600550964187328,0.26982184482184485,0.0,-0.021103896103896104
149,2023-11-30,0.0,-0.3103029820421125,0.42193675889328064,0.0,0.17929606625258798
150,2024-01-11,-0.028985507246376815,-0.5088549132027392,0.29264382960035135,0.0,0.22608695652173913
151,2024-02-22,0.043478260869565216,-0.4546106067845198,0.2717516782734174,0.0,0.030434782608695653
152,2024-04-12,-0.075,-0.37222222222222223,0.2741468253968254,0.0,0.09861111111111112
153,2024-05-23,-0.01587301587301587,-0.3936095650381365,0.341136112564684,0.0,0.08888888888888889
154,2024-07-11,-0.11805555555555554,-0.5202172827172827,0.20818903318903317,0.0,0.26091269841269843
155,2024-08-22,-0.19230769230769232,-0.4108114108114108,0.4003663003663004,0.0,0.16068376068376067
156,2024-10-11,2.523234146875356e-18,-0.47589531680440766,0.022366522366522364,0.0,0.03354978354978355
157,2024-11-28,-0.22435897435897434,-0.44722222222222224,0.23296703296703297,0.0,0.16007326007326006
158,2025-01-16,-0.14285714285714285,-0.3314436885865457,0.10505050505050505,0.0,-0.022486772486772492
159,2025-02-25,-0.09090909090909091,-0.4478879706152433,0.18679653679653677,0.0,0.08766233766233766
